tx_index,tx_hash,block_number,submission_time,block_timestamp,latency,gas_used,status
24,0x0e50142c76ebca643142a0609fb7f1b703b1ee80331c6804600cdbe23a3e987b,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
25,0xf7538cf2ad8b804b60d832ad9ac0a0ce78dbcc59f664ec3ab535a76b4287fc67,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
26,0xb9b0b9dced64f709ea0dca6cef593cd70a2daadd4384eff57353d5743ee061cd,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
27,0xbb125d6a2978bdc0488d4a1ebf4eea266c07f28338c4a51d4d1c5f448a916be4,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
28,0x5be3afa8cdd36f9efc17ca81f9de72efbd8b326cff1fd38c6e940ebe014ff30a,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
29,0xb2426c3379ac6aea27013b39d32297076ae430f70f22cbc6afea33cee84084a0,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
30,0xe9591e09acd9734b4caeef2187a3d7644c4d4695431d093fd76c949f1365bfea,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
31,0xe709e26828387587ca30e4592973706451e663606b9de00f81e82f4e4c1f9187,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
32,0x83e425e46a8fd602cdcd4c097955be9039c099e05b094d14d698c2e4cddf6eb6,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
33,0x0079258afae370ddb046b4f2cc9905eb03bbe114c7d43f1c40411f8cb941109b,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
34,0xfb21f63247fdd836b534b5d5635dbfc1a35eef3453badc30e546ee368140ee96,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
35,0xb34f5851d8e1883d276c1b10ff96b185ef5568c1730feeb574332149e8f89ed0,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
36,0x63a4d4b443fda6d0d84de5bfa9a452ad57cbe5e863ac9988fe3bfb8d0b6caf79,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
37,0xd31caca68846227562c3b3826111120dbbcdccb14bcaf4dd770fa8da790e5c75,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
38,0x15bd45e52d28d64264d3cac4a253ff4fe62ad0220c9ed6662f79e7c3959f6f88,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
39,0x8cb9f507f869abacee8fc9cc37e25d487529cea914806430315920137b8eb754,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
40,0x3ad1aefc01e5d49b40b1dcd6aef777d9a2d9515e62a07a465cb638a6117b7012,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
41,0x846a955d5b7c4eddc2a4ba2a928220fcc64eb3dcae76702e69c0b9e06a9b3cf2,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
42,0x1a4ef02203a80d0057814f757ef5b107612ff5688c1a9328acdb199341d5c7ed,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
43,0x4be95e5bd9f2bf9180ab8c4aa28f4f8ddc7270f3429d33fce8f814a104c12c96,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
44,0x719a79034afcc5ee725fd1900def1f32a90f775cffb81036bacc727c6c3694e3,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
45,0x7ee9d9f5d884fd2ea25ad9330461e0f99dcd7ec839c38680769287e8c4feb4bd,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
46,0xc80d90802df69d9850ae49b953f4181b585ecdb7068530411ee02c93fce1afd7,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
47,0x8573cea6b3d13c596cdaf7af31cddfae8c9fc84be9f96a1d1acb9ec526afac3a,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
48,0xe7a3b1ce80d49eeb31e3921d387703467e22147283524beeb99d507a2a6b6bda,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
49,0xbcc938490ae40b668f9b55f128554b6a1ff745fe277761262b881cd9d6353610,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
50,0x86ceef5b696370bbaa9cb83f46aad23b64ff143de7ebe0ea909a20bb0a5900eb,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
51,0x9a8310d0c44f87c3f6024268bbc4b0116afe8f4369633511de13568f0a473771,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
52,0x6ef7849d3dd8cf9d186de4f1af05d98312ed6247421d046d714e146d53e7de2a,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
53,0xf68552062bd8e71c50054746a380f20106295b8a086005ab931025d4b5258436,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
54,0x269181b84c7b3eee9f82e11b86b3dc0a0a5cc88f155e28e05886998c2773429d,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
55,0xd8c1dacfa3aaca87be0b4e672bb1aba7d65f44d64e2918d34fe678ec707f1ab2,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
56,0xaa2be784fdef06813249cba2dee0bb2397c2ef172a3973242ed3ce8be407aaea,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
57,0x58885278307a36b48ae6d7040ef1627dbfc49655999914deb89722cc37057849,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
58,0xecebd637bb155530ccf71e0350235802e258a5c0d10b620b71a9b0dbf1b1a24d,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
59,0x80c0c6a4af9754a6e7440358bbf9c5e7aa6b9f96919c13646c7eb8fed5c626c7,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
60,0xa6b0e0e3e27bbd57db67b7091d5cfa6c92636727cea199b971ca90d40b593121,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
61,0x27fa38c789bbb9902fc64a7792ce431429580176ca3a952a112beb0d44392278,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
62,0xf227ebc0c5e6ea440f162634b50e655f565648c256ee2088b95ede2a5733ec71,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
63,0xbd8cd9c6a19e8a1f63aef95044c1e2fd53340504746987a4a447f35e96b33c13,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
64,0x51736e6474c61a0b6495ec59e6ee77235e3cc4640ac80506f33fd0808a14e022,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
65,0x776f88aeb5e21fa9b52b62bd0f1fada51c633716db2e0b4360bc8e9b1623b415,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
66,0x6651ff07fe9edb045aac8c797b91ad192d283e40791c33253b76555fdb086c30,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
67,0x16bc5d840d51bc362385c5a579c625de5a90abae8bb4b102a233fb467db6e579,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
68,0xe3232c5e2d23026f00ffbeee3f5c890da7fa45a98bae71a6823f432b53a29bce,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
69,0xa81f657d83bda3dddd6f2304df2e5dbcf48e5fa7e435cb7916ba4e04a1d23686,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
70,0xf7c6b7cb9a86232466eb67e693925d77cbc39e7fd229ae80e47fb3b60b1b508e,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
71,0xdab260d345ed3e721405b8d9958116dc5c85d9c1503d5f84832b1f944d813a6d,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
72,0x4a6055a1c1d3c2310f1b0523cb9fb3a651def0002d9d1114b2879caa4db464ec,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
73,0x53df99ec69eb96fe86e3478ed1325975383f5d4606bb46287fcfc365bf511b95,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
74,0xc80be0ff2a064638b304b1ab23ca93679e35526851a085706e0e59104346ee93,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
75,0xe52f65d74d9cce40d35ccd32bfb3bb3f256525c6f9ed3bede05819d17eb74c78,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
76,0x635bd49e5ada8227c7eb0be8a738674a67082ee1a2de1bd0215b0b129383be52,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
77,0x87929a5ea507d351f6e85fb3cea0749a574c8176a24a9066648db86c8f96dc83,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
78,0x846fdeb77981112d035424280bf535eab25f6c3aa3967ae58e633fc274be2c71,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
79,0xee72a39fac04b18fb15f8a2db388f8556635a6accf914892c94ac6821c01d90d,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
80,0x79adec78a16bbbc8d4e857614ce6c2d5c01909cbf249d8bb1d46831d7e25070b,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
81,0x8c9bef275d208a7b878f47cfc86558d770ba227603439286977eb7d61aa6678c,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
82,0x08aac1230100a01933f5df5c982157906ea5b4a203f2f2ebc8c6326c252bb51d,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
83,0x90fd7543e2394ec98f7dea8578b28095bd704de60089c39437b1b0b32859274c,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
84,0x03f9a5678d111064e19669e9a753da3802ce79134473df25c6980cff023a72a0,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
85,0xeeb142807d6a9de72c126115064eadf39e40ba1c2ac530c63c8d0e9c2ec5a98e,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
86,0x4823b0fd97294a06a8cd883ce36b52f3ddbea83d7b66425077bcae02f552a9fd,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
87,0x2b6cc5d23a85cde02f26623a69dd3a8da01da33d1c888ce62a7a8e3785ca0d07,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
88,0x446fad97a43b3ffe014a6d695db868cf3b351c1e318c5a1b74a81fdb01b7e8b2,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
89,0xafca8eecc5abb82a5d20dbd78042892dc41126852940258e8ae5307035134d74,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
90,0x6735264071388c5eb8cbb1402265bbe4a5ba8975cf34d6b58c14028b1fd40d7f,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
91,0x5a26d11baa241a519b1f84ab354cd057f3d95658adefd364dc5d04585af1baf4,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
92,0xdf99a16c41d6fffd00363d1887ba7249efc8d728ccf53f1b8a0214870869eee9,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
93,0x8f454e4dca79b11f5b12a2d297ff2ae9e028ea426a56f264e8fb96b9c105d6de,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
94,0xf4e0becbeb8d30f0dae357d80982c87ba42a70fd128a1c0dfeb6f9422c193e3d,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
95,0x52ece5b12dc8480bed8c9f65c26eae17416e7480ad7b959443f280df0fd5b28a,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
96,0x14681f3afc5b75b44df3eed0e9015b5bdced85930df5b18af1bfcd6cafe22e78,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
97,0xe58ace18d0f76a185bb53aca684f2d25a530926ce145f0f44c1b1f7172a2df45,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
98,0x9f2739459568b06e2925c5debab6989a5dfb5404f9e9f05f8d652f50cb8e30e3,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
99,0x13024466248711a5352aa21289849c763c30bb6ae3c0a4fd7431ad97aae6bd06,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46400,1
100,0x143a837c0368b73ba198176cb9e4d05daeabc7bd2c26e82019b8c06b23e8970f,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
101,0x1b2f9a4dff9256002a7371b8a17324118d50484a1c94ee125d1eaf0409c50b13,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
102,0x12b8921372ea4efc18d96835e8ba3e5d5ec8d8263fec8ab5f3a02042ea99ed30,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
103,0x039df3db031203dc4fe5520d502448f4f7d9b94e35e1816097180ff31339b0bf,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
104,0x9faa88dabbf5c25459f6556b88462a024e1becf7e2490745a815d1f4b14bb713,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
105,0xc41e1b434a2680391c2625bb214097d631de6b418e2e84a4b8f13824e9e134c4,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
106,0x077aafd4ff88c42df94a64b6d1226e3e5306b84a65465e8e5c0b12e6d30ee626,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
107,0xcf4dc23d4e7d0ca967d81e804b1b9f269fd0c0bb5f08a4dfd0f4e25f36558105,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
108,0xbf8509429517a97bbf350092dd9d76556947c369f4ebb5205f53ebf60e9dada8,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
109,0x45276659ab35c85c5bbf62611a52b0fd148b780504b3bdb757d6a7603ee04f1c,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
110,0xa318379becf0d2feedecef6e6fda4577e12df24f81cc76e603f2e2cb3dc430dd,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
111,0xab3258ab830d7036ed0bd37327a38cbd2394403c5a29cad84a896a85b6875a20,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
112,0x42f4a510177ea06e688e2a8d3f6a9ab5440b606ca1bb2d6259ea74bb1b727d48,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
113,0x70e6037a5ee7aba2d01fd81476aba0785dd27176a0ece5bd2f8c79d79248d6b4,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
114,0x21be030a24275db807f108ecbc74ab932b80a695ee4f78936a5d7b4af47bc051,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
115,0x0354cce04b790c795a7b98013941c22568e6b1d4dd9d9757f92a41dc6cb55da1,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
116,0x8e4fb7005249ed9ebcc3d94565b81c392f3383dd9fad79d85a48f0e949676994,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
117,0x05b9d9058a6bbe3cf208265236b98b0250ae51d32e398fe41f9fed65284d77ec,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
118,0x4e6500e53663ce635d9c7b9e4a447f53b9b6f3fd959c9df29d4dc51c4ffd787f,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
119,0x721fc80805cb9dd7f0b890f64f465d84562adc6b94df352bed86120e4e528f99,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
120,0x20efe14c4283bbecae759452e380a1c0b819d4b323003d837383a21d2a261e4c,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
121,0x7e8913b1e5bc8fd805108385eea6949561ab04c8f2e44aa03e34b98cfb850c38,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
122,0xcea016a49e1eb61ddbf68b706f3c85d0409d8b4cd46c74dcebfae93d6e70ba61,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
123,0x273bd73f4e14832bd0aaa04b6a27125250eb63aeafd0a1b29712c5e0ab31bdf2,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
124,0x2f7227ab5aec9d421f44c12ac11140c8df665ed85c43f67a624c64c46dd7b277,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
125,0x7acf766365caff057b21fd0ff12cde1d7e097ea67dd85882d00252555f2a521f,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
126,0x7327ca85024f9914867105d10e7d9e122023518bab0675a8a8f449703ba27919,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
127,0xfcf56ec7ea8ffd362b498df53f96083cc170527d29f150fc6eab6df832379447,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
128,0x5132c2dcd4112db66be08540f1bf18f7e153c54bb5ea5cec949f87837dcea1b1,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
129,0xaaebb04d6c045b5297e91529850846473961b9ac874334572a5b9e7838ec4659,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
130,0x50c5eccafc3bdc4a80ddcb69135f824b84623f07e351bd1aca220df7eeb6829c,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
131,0x4e7d738de0cc5a20400ea70db2c8cc50f66640404006660986b38bad169423d2,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
132,0x1ed58d466e302ec5d0e4489d656ea412e8db6798dc7e17c768f7824cb9127d6e,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
133,0x99da989c52f4fe24f7ce2f21360d870129a7e6aa8661d4c4de3ed8685efb8277,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
134,0x2d18d72a86b45b538a9fab5736f522507502adf8c8be956cef9339b39b61ac36,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
135,0x7773875636dde0b1d3024161dbf57b01cad24218075c904c277fe34e96f19434,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
136,0x224953a7f55f89e4e7b269beff05dacc2a4b6699bdecb49e819701a35c1ec5f1,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
137,0x57fbfe600227873a94512adedb48e155a9359be4c8692a33d639017667a815f6,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
138,0xcecda1d0c4003df859f98466fd61b2dce3bfec063d23fc87de0c45aad87cf972,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
139,0x2fa522853be77311658f136a544b6b70ca0161aa686aaaa89443ff9878dbedca,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
140,0x7086213bab8f1b263b7efbf4ac6b90b6291265fccf20e80d25f6a0c77236a85b,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
141,0x5c27f62ad7b70c4f767acadb2dd02ea69f6df7765461578b155741b6354b9e99,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
142,0x3e1e3638f0ad221376f1fc9ca9d99d4d1a91be6148c87f21ebf156535750b7db,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
143,0xd65464ea6edd41b8e8f8d910517a07a1c054f4caa38f1193ae02cc98d7f1657e,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
144,0x9b0decfedd23ab423d72a78204171539260f5cd8b1b0544f256f29739346db25,21,2025-04-21T12:52:37+00:00,2025-04-21T12:52:46,9.0,46424,1
145,0xc44dcef731d086e168259eb345c999f744c8f4a20088a70665f0e6a8b0bc0e8c,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
146,0xd6b6ab13d3d142d70869685abe366b2a4d0fbeb6f888ed75603ef8cac8cc20f8,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
147,0x6eaa98763a1a1c345cdae4924ded77f463a39556f970912ce0b0da5c6d54691d,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
148,0x5dda5201f20c572c0453a78ce390c1d553bbdfefa394653336a74c0d63fa283c,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
149,0x965b665fb5ca10f349b4fe20b8292d14a95ecb964bc3f41c15df8755e8348bf2,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
150,0x89e89e3c650ad6a138bd451a842c17f6580beb61dadb588e0e1862bff17e85cb,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
151,0x790490b1d50c8d54977d47f3b44d3bd3a88b884490ab1d7e5607d777ab6dab4c,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
152,0x1c54bfb5dbc2a20b0dae3f307fd4b0faab422dfafc839e34008578d40b040886,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
153,0x396373c78a98b2ceeedca42ed1a6679d282ba15834723ddad9fb2f210e8194fb,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
154,0x2acb5dd8c38fa6f55a6f69f5838a7ed8888d42c1bd51529e6e18c220215b47bc,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
155,0x46822a9aab3a8b1f68bd576c659ff120fd5433cdb8766b9aa22628f2f924ace9,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
156,0x261b3da1877528339b262e5c6a612d2c868f77cdc80a6f414a1e1fab301fbc54,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
157,0x69fb6165a6ced7d428e04521a8f674b32f3c0dafbfb65cb2735bb85481d0394f,21,2025-04-21T12:52:42+00:00,2025-04-21T12:52:46,4.0,46424,1
